recnum,filial,pedido,fornecedor,nota_fiscal,modelo,serie,serie_nf,comprador,dt_emissao,dt_entrada,transacao,operacao,centro_custo,cnpj,inscricao,frete_pg,vr_produtos,vr_total,vr_frete,icmsfrete,ipifrete,vr_icmsfrete,vr_ipifrete,vr_descontos,vr_despesas,vr_encargos,vr_ipi,vr_baseicms,vr_icms,vr_basesubst,vr_icmsubst,vr_seguro,vr_embalagem,icmsembalagem,ipiembalagem,vr_icmsembal,vr_ipiembal,vr_descarga,vr_servico,vr_baseiss,vr_iss,fatura,itens,conta_caixa,banco,transportadora,conhecimento,dt_emissaof,dt_vencimentof,vr_fretef,vr_icmsf,vr_freteratear,vr_baseicmsf,vr_icmsfratear,cfop_fratear,vr_dinheiro,vr_prazo,vr_cheque,vr_chequepre,vr_cartao,vr_electron,vr_outros,vr_antecipado,sequencia,observacao,foto,impresso,fechado,compensar_chq,digitar_serial,status_fornec,status_transp,tmp_vrtotal,data_inc,data_alt,data_exc,hora_inc,hora_alt,hora_exc,usu_inc,usu_alt,usu_exc,maq_inc,maq_alt,maq_exc,envia_pocket,dtexportacao,xml_nfe,desc_condic,modelo_ctrc,serie_ctrc,chave_nfe,vr_pis_st,vr_cofins_st,chave_cte,tp_cte,vr_servico_ct,vr_desconto_ct,vr_outros_ct,vr_isento_ct,aliq_icms_ct,vr_pis,vr_cofins,cst_ct,vr_redicms_ct,id_cadcon,vr_recsubst,digita_lote,vr_deson,portador,situacao_doc,status_conferencia,id,regime_trib,recnum_2,filial_2,pedido_2,fornecedor_2,nota_fiscal_2,modelo_2,serie_2,item,sequencia_2,operacao_2,matricula,qtd_entrada,qtd_transferida,qtd_compra,und_compra,vr_base,vr_entrada,vr_desconto,vr_total_2,vr_custo,vr_custozero,markup,lucro,vr_venda,icms,ipi,substituicao,reducao,cst,dt_entrada_2,utiliza_serial,fechado_2,desp_ipi,desp_frete,desp_encargos,desp_subst,desp_ipifrete,desp_icmsfrete,desp_desconto,desp_embalagem,desp_icmsembal,desp_ipiembal,desp_iss,cfop,data_inc_2,data_alt_2,data_exc_2,hora_inc_2,hora_alt_2,hora_exc_2,usu_inc_2,usu_alt_2,usu_exc_2,maq_inc_2,maq_alt_2,maq_exc_2,envia_pocket_2,dtexportacao_2,cst_ipi,ipi_unidade,vr_baseipi,cst_pis,vr_basepis,vr_basecofins,aliq_pis,aliq_cofins,vr_pis_2,vr_cofins_2,icms_padrao_uf,vr_baseicms_2,vr_icms_2,vr_basesubst_2,vr_icmsseguro,vr_icmsfrete_2,desp_pis_st,desp_cofins_st,vr_reducaoicms,desc_condic_2,usa_baseicms,nat_bc_pis,xml_nfe_2,limite_desca,limite_descv,vr_minimoa,vr_minimov,desp_recsubst,al_cred_antec,vr_cred_antec,desp_deson,temp_qtentrega,ultimo_conferido,id_2,vr_custozeroa,lucroa,markupa,vr_vendaa,qtd_tributavel,adrem_icms,vricms_monofasico,qtd_tributavelretencao,adrem_icmsretencao,vricms_monoretencao,recnum_3,matricula_2,tipo,fornecedor_3,marca,grupo,cod_remarcacao,descricao,desc_fabrica,referencia,unidade,grade_padrao,codigo_fiscal,codigo_barra,status,peso,unidade_compra,ipi_compra,subst_compra,icms_compra,cst_compra,editar,aplicacao,observacao_2,imprime_codbar,imprime_etiq,imprime_tabela,desconto_ok,utiliza_balanca,suspensa,custo_adicional,foto_2,tmp_codbarra,cod_enq_ipi,data_inc_3,hora_inc_3,usu_inc_3,maq_inc_3,data_alt_3,hora_alt_3,usu_alt_3,maq_alt_3,envia_pocket_3,dtexportacao_3,sped_1400,tipo_item,codigo_ex_tipi,ipi_unid_compra,reducao_compra,validade,codigo_anp,composicao,ativ_cont_prev,compos_prod,pais_origem,largura,rendimento,imagens,al_tributos,ippt,codigo_fci,unidade_entrega,codigo_imp,desc_adicional,codigo_cest,mva_padrao,usa_lote,altura,comprimento,cta_contabil,calcula_fem,calcula_fcp,perc_glp,perc_gnimp,perc_gnnac,vr_partida,id_edicao,calcular_fcp_st,codigo_anvisa,motivo_isencao,ean_tributavel,qtd_embalagem
15690,1,6048,159,205323,55,,1,1,2024-10-10,2024-10-10,1,2,1,N, ,2,921.68,62.5000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.74,4.38,0.00,22.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205323,1013,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,944.60,0.00,0.00,0.00,0.00,0.00,0.00,10,, ,S,S,N,N,N,N,921.68,2021-12-16,2022-05-20,0001-01-01,15:57,12:56, ,1,1,0,SRV-MERCBARBOSA,SRV-MERCBARBOSA, ,S,2024-10-25 12:59:30.983,S,N, , ,32241081611931003658550010002053231371376189,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7201,0.00, ,0.0000,2,00,N,fec750c9-fefa-4eeb-add9-665abb76255d,3,,,,,,,,1010,,,15669,10.0000,0.0000,10.0000,UN,6.250000,6.250000,0.000000,,6.2500,6.2500,58.4000,36.87,9.9000,17.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,6.2500,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,POLPA MORANGO 510G DANONE,POLPA MORANGO 510G DANONE,72142,UN, ,04039000,7891025121626,N,0.0000,UN,0.00,0.0000,17.00,020,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1702100,0.00,N,0.00,0.00,0,N, ,0.0000,0.0000,0.0000,0.00,"25/10/2024 12:56:22,",N, ,0, ,0.0000
16043,1,6048,159,205323,55,,1,1,2024-10-10,2024-10-10,1,2,1,N, ,2,921.68,70.3800,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.98,4.93,96.41,22.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205323,1013,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,944.60,0.00,0.00,0.00,0.00,0.00,0.00,11,, ,S,S,N,N,N,N,921.68,2022-04-23,0001-01-01,0001-01-01,14:02,15:00, ,1,0,0,SRV-MERCBARBOSA, , ,S,2024-10-10 15:02:44.179,S,N, , ,32241081611931003658550010002053231371376189,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7201,0.00, ,0.0000,2,00,N,2fb52bb0-418d-45c1-b019-d8051f622d3d,3,,,,,,,,1011,,,16022,12.0000,0.0000,12.0000,UN,5.865000,5.865000,0.000000,,6.8200,6.8200,45.1610,31.11,9.9000,17.00,0.00,37.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,11.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,6.8200,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,MASSA PASTEL M 400G CLARENZA,MASSA PASTEL M 400G CLARENZA,71190,UN, ,19021900,7898939182071,N,0.0000,UN,0.00,37.0000,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,,0.00,N,0.00,0.00,0,N, ,0.0000,0.0000,0.0000,0.00,"10/10/2024 15:00:03,",N, ,0, ,0.0000
16169,1,6049,75,1488556,55,,1,1,2024-10-08,2024-10-11,1,2,1,N, ,2,4085.93,215.4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.69,15.08,102.00,42.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1488556,1012,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,4128.85,0.00,0.00,0.00,0.00,0.00,0.00,9,, ,S,S,N,N,N,N,4085.93,2022-05-25,0001-01-01,0001-01-01,15:41,10:32, ,1,0,0,SRV-MERCBARBOSA, , ,S,2024-11-01 10:36:14.922,S,N, , ,32241027275197000128550010014885561466689160,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7202,0.00, ,0.0000,2,00,N,d0b22573-b5be-4f00-8d81-e0be891ef104,3,,,,,,,,1009,,,16148,12.0000,0.0000,12.0000,UN,17.950000,17.950000,0.000000,,18.1383,18.1380,37.2780,27.16,24.9000,17.00,0.00,15.0000,7.0000,070,,N,,0.0000,0.0000,0.0000,2.2600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,18.1380,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,FILEZINHO (SASSAMI) CONG-BDJ 1KG-KIFRANGO,FILEZINHO (SASSAMI) CONG-BDJ 1KG-KIFRANGO,11271,UN, ,02071422,7898345773061,N,0.0000,UN,0.00,15.0000,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1708700,0.00,N,0.00,0.00,0,N, ,0.0000,0.0000,0.0000,0.00,"01/11/2024 10:32:03,",N, ,0, ,0.0000
9442,1,6056,86,4822474,55,,0,1,2024-10-15,2024-10-15,1,2,1,N, ,2,5556.37,145.6400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.97,10.20,191.33,165.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4822474,1105,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,5722.07,0.00,0.00,0.00,0.00,0.00,0.00,1,, ,S,S,N,N,N,N,5556.37,2017-10-31,2021-12-07,0001-01-01,07:00,10:40, ,999999,1,0,MIGRACAO,SRV-MERCBARBOSA, ,S,2024-10-15 10:51:38.534,S,N, , ,32241005997742000408550000048224741652799739,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7213,0.00, ,0.0000,2,00,N,ce954829-026e-41ca-bc85-61b2b0cdf441,3,,,,,,,,1001,,,9415,24.0000,0.0000,24.0000,UN,6.068333,6.068333,0.000000,,6.9987,6.9990,41.4540,29.30,9.9000,17.00,0.00,31.3700,7.0000,570,,N,,0.0000,0.0000,0.0000,22.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,6.9990,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,ABS ALWAYS NOITE TRANQ C/ABAS SC L8P7UN, , ,UN, ,96190000,7506339394535,N,0.0000,UN,0.00,31.3700,17.00,570,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, ,6EB3A94E-11D8-48CB-8697-737CFA2E7810, , , ,2005000,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"15/10/2024 10:40:20,",N, ,0, ,0.0000
10284,1,6056,86,4822474,55,,0,1,2024-10-15,2024-10-15,1,2,1,N, ,2,5556.37,145.6400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.97,10.20,191.33,165.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4822474,1105,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,5722.07,0.00,0.00,0.00,0.00,0.00,0.00,2,, ,S,S,N,N,N,N,5556.37,2017-10-31,0001-01-01,0001-01-01,07:00,10:40, ,999999,0,0,MIGRACAO, , ,S,2024-10-15 10:51:38.602,S,N, , ,32241005997742000408550000048224741652799739,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7213,0.00, ,0.0000,2,00,N,4cfc36f1-3425-4f99-9af3-8b90676869f8,3,,,,,,,,1002,,,10250,24.0000,0.0000,24.0000,UN,6.068333,6.068333,0.000000,,6.9987,6.9990,41.4540,29.30,9.9000,17.00,0.00,31.3700,7.0000,570,,N,,0.0000,0.0000,0.0000,22.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,6.9990,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,ABS ALWAYS NOITE TRANQ SV C/ABAS L8P7UN, , ,UN, ,96190000,7506339394603,N,0.0000,UN,0.00,31.3700,17.00,570,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, ,0C098C16-1245-4981-AA6F-17165806BCC9, , , ,2005000,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"15/10/2024 10:40:20,",N, ,0, ,0.0000
13070,1,6056,86,4822474,55,,0,1,2024-10-15,2024-10-15,1,2,1,N, ,2,5556.37,26.7200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,1.87,35.10,165.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4822474,1105,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,5722.07,0.00,0.00,0.00,0.00,0.00,0.00,3,, ,S,S,N,N,N,N,5556.37,2019-06-28,0001-01-01,0001-01-01,10:46,10:41, ,1,0,0,SERVIDOR, , ,S,2024-10-15 10:51:38.664,S,N, , ,32241005997742000408550000048224741652799739,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7213,0.00, ,0.0000,2,00,N,f871dade-96f8-4a96-913b-cb366e83e6d2,3,,,,,,,,1003,,,13081,4.0000,0.0000,4.0000,UN,6.680000,6.680000,0.000000,,7.7050,7.7050,67.4230,40.27,12.9000,17.00,0.00,31.3700,7.0000,570,,N,,0.0000,0.0000,0.0000,4.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,7.7050,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,ABS INTERNO OB MEDIO L10P08UN,ABS INTERNO OB MEDIO L10P08UN,000000000000011294,UN, ,96190000,7891010886547,N,0.0000,UN,0.00,31.3700,17.00,570,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, ,CB30C8A2-DBEB-4824-BD35-25BFF8959B01, , , ,2004900,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"15/10/2024 10:41:31,",N, ,0, ,0.0000
2612,1,6056,86,4822474,55,,0,1,2024-10-15,2024-10-15,1,2,1,N, ,2,5556.37,28.9500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.92,2.03,34.88,165.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4822474,1105,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,5722.07,0.00,0.00,0.00,0.00,0.00,0.00,4,, ,S,S,N,N,N,N,5556.37,2017-10-31,2022-02-18,0001-01-01,07:00,10:36, ,999999,1,0,MIGRACAO,DESKTOP-VUTA7M7, ,S,2024-11-06 10:53:31.889,S,N, , ,32241005997742000408550000048224741652799739,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7213,0.00, ,0.0000,2,00,N,0d519228-62f6-4b6a-ad6b-2ceb031965ad,3,,,,,,,,1004,,,2607,6.0000,0.0000,6.0000,UN,4.825000,4.825000,0.000000,,5.4750,5.4750,62.5570,38.48,8.9000,17.00,0.00,20.4900,7.0000,070,,N,,0.0000,0.0000,0.0000,3.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,5.4750,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,AMAC CLARUS AZUL 2L, , ,UN, ,38099190,7898412670255,N,0.0000,UN,0.00,20.4900,17.00,070,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1100800,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"06/11/2024 10:36:10,",N, ,0, ,0.0000
12782,1,6056,86,4822474,55,,0,1,2024-10-15,2024-10-15,1,2,1,N, ,2,5556.37,46.1400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,3.23,56.64,165.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4822474,1105,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,5722.07,0.00,0.00,0.00,0.00,0.00,0.00,5,, ,S,S,N,N,N,N,5556.37,2019-03-20,0001-01-01,0001-01-01,10:10,10:41, ,1,0,0,SERVIDOR, , ,S,2024-10-15 10:51:38.757,S,N, , ,32241005997742000408550000048224741652799739,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7213,0.00, ,0.0000,2,00,N,e00ae13d-d283-4061-a4c5-e0ec1d7c007d,3,,,,,,,,1005,,,12793,8.0000,0.0000,8.0000,UN,5.767500,5.767500,0.000000,,6.5675,6.5680,50.7420,33.66,9.9000,17.00,0.00,22.7600,7.0000,470,,N,,0.0000,0.0000,0.0000,6.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.4030,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,17.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,6.5680,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,AP VENUS 3 SIMPLY UN,AP VENUS 3 SIMPLY UN,000000000000019632,UN, ,82121020,7702018072439,N,0.0000,UN,0.00,22.7600,17.00,470,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,2006400,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"15/10/2024 10:41:46,",N, ,0, ,0.0000
18909,1,6056,86,4822474,55,,0,1,2024-10-15,2024-10-15,1,2,1,N, ,2,5556.37,8.9900,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,0.63,0.00,165.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4822474,1105,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,5722.07,0.00,0.00,0.00,0.00,0.00,0.00,6,,,S,S,N,N,N,N,5556.37,2024-08-27,0001-01-01,0001-01-01,10:42,10:40, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-15 10:51:38.798,S,N, , ,32241005997742000408550000048224741652799739,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7213,0.00, ,0.0000,2,00,N,fec84548-4aad-4f42-bf33-a9985e85f9db,3,,,,,,,,1006,,,18858,1.0000,0.0000,1.0000,UN,8.990000,8.990000,0.000000,,8.9900,8.9900,54.6160,35.32,13.9000,25.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,8.9900,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,ATIV CACH INF KOLENE 300ML CACHINHOS,ATIV CACH INF KOLENE 300ML CACHINHOS,000000000000114680,UN,,33059000,7908324404494,N,0.0000,UN,0.00,0.0000,25.00,020,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,7.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,2002100,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"15/10/2024 10:40:22,",N,,0,,0.0000
18667,1,6056,86,4822474,55,,0,1,2024-10-15,2024-10-15,1,2,1,N, ,2,5556.37,97.8200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.28,6.85,0.00,165.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4822474,1105,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,5722.07,0.00,0.00,0.00,0.00,0.00,0.00,7,,,S,S,N,N,N,N,5556.37,2024-07-04,0001-01-01,0001-01-01,14:55,10:41, ,1,0,0,SRV-MERCBARBOSA,, ,S,2024-10-15 10:51:38.849,S,N, , ,32241005997742000408550000048224741652799739,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7213,0.00, ,0.0000,2,00,N,f250b11e-66c4-4e9f-afb8-0682c9e19c25,3,,,,,,,,1007,,,18616,6.0000,0.0000,6.0000,UN,16.303333,16.303333,0.000000,,16.3033,16.3030,52.7290,34.53,24.9000,17.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,16.3030,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,BOBINA PIC ESTRELA 30X40 3KG 500UN,BOBINA PIC ESTRELA 30X40 3KG 500UN,000000000000115061,UN,,39232190,7908531407219,N,0.0000,UN,0.00,0.0000,17.00,020,N,,,S,S,S,S,N,N,N,,,,,,,,,,,,,,N,00,,0.00,7.00,0,0,1,,,0,0.00,0.0000,,0.00,,,,,,,0.00,N,0.00,0.00,0,N,,0.0000,0.0000,0.0000,0.00,"15/10/2024 10:41:58,",N,,0,,0.0000
15681,1,6056,86,4822474,55,,0,1,2024-10-15,2024-10-15,1,2,1,N, ,2,5556.37,104.1700,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.90,7.29,0.00,165.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4822474,1105,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,5722.07,0.00,0.00,0.00,0.00,0.00,0.00,8,, ,S,S,N,N,N,N,5556.37,2021-12-10,0001-01-01,0001-01-01,15:06,10:42, ,1,0,0,SRV-MERCBARBOSA, , ,S,2024-10-15 10:51:38.889,S,N, , ,32241005997742000408550000048224741652799739,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7213,0.00, ,0.0000,2,00,N,37332985-c468-4b2d-8e02-43bc4654f07c,3,,,,,,,,1008,,,15660,40.0000,0.0000,40.0000,UN,2.604250,2.604250,0.000000,,2.6043,2.6040,61.2710,38.00,4.2000,17.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,98,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,2.6040,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,CALDO MAGGI 114G GALINHA,CALDO MAGGI 114G GALINHA,000000000000111618,UN, ,21041011,7891000251614,N,0.0000,UN,0.00,0.0000,17.00,020,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,,0.00,N,0.00,0.00,0,N, ,0.0000,0.0000,0.0000,0.00,"15/10/2024 10:42:09,",N, ,0, ,0.0000
5054,1,6056,86,4822474,55,,0,1,2024-10-15,2024-10-15,1,2,1,N, ,2,5556.37,90.9300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.44,6.37,0.00,165.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4822474,1105,58,100000,0,0,0001-01-01,0001-01-01,0.00,0.00,0.00,0.00,0.00,0.0000,0.00,5722.07,0.00,0.00,0.00,0.00,0.00,0.00,9,, ,S,S,N,N,N,N,5556.37,2017-10-31,0001-01-01,0001-01-01,07:00,10:40, ,999999,0,0,MIGRACAO, , ,S,2024-10-15 10:51:38.930,S,N, , ,32241005997742000408550000048224741652799739,0.00,0.00, ,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00, ,0.00,7213,0.00, ,0.0000,2,00,N,dab2b275-be6b-44c1-ae70-d8ceeefefb1b,3,,,,,,,,1009,,,5045,24.0000,0.0000,24.0000,UN,3.788750,3.788750,0.000000,,3.7888,3.7890,55.7220,35.78,5.9000,17.00,0.00,0.0000,7.0000,020,,N,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1020,,,,,,,,,,,,,,,49,0.00,0.00,99,0.00,0.00,0.0000,0.0000,,,0.00,,,,,,,,,,,,,,,,,,,0.00,0.0000,,N,,3.7890,0.00,-100.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,,,1,,999999,9999999,0,CATCHUP PREDILECTA TRADICIONAL 400GR, ,,UN, ,21032010,7896292300460,N,0.0000,UN,0.00,0.0000,17.00,020,N, ,,S,S,S,S,N,N,N,,, ,,,,,,,,,,,N,00, ,0.00,7.00,0,0,1, , ,0,0.00,0.0000, ,0.00, , , , , ,1703400,0.00,N,0.00,0.00,0,N,N,0.0000,0.0000,0.0000,0.00,"15/10/2024 10:40:23,",N, ,0, ,0.0000
